question,type,difficulty,history,retrieved_context,ans_small_openai
"한국교육과정평가원 NCIC 국가 체재 운영 예산(50,000,000원) 액수와 한국원자력연구원 선량평가 개편 예산(46,600,000원) 액수의 정량적 격차 지표는 어떻게 됩니까?",B,하,[],"







",[생성 오류: 최대 재시도 초과]
"대한상공회의소 에너지 지원 시스템과 경희대학교 산학협력단 시스템, 그리고 을지대학교 비교과 시스템 등 이 세 단체의 구축 예약을 공개된 명세서상의 수치만 가지고 총합 예산 결산액을 뽑아낼 수 있나요?",B,하,[],"







",[생성 오류: 최대 재시도 초과]
"서울시립대 종단분석 통합시스템(미기재)과 울산광역시 버스정보 인프라망(약 9.86억) 두 곳의 기획 문서 중에서, 최소한 단 1건이라도 투입될 한화 예산을 백만 단위 이상으로 적시한 문건이 존재합니까?",B,하,[],"







",[생성 오류: 최대 재시도 초과]
대한민국 철도공사(코레일)의 모바일 오피스와 광주과학기술원의 RCMS 시스템은 모두 외부망(현장/원격지)과 본부망(내부 승인 서버) 사이의 데이터 상호 작용을 중심에 둡니다. 보안망 접속 주체의 측면에서 양 시스템이 요구하는 '접속자(에이전트)의 위치 종속적 한계'는 각각 인프라적으로 어떤 특질을 갖습니까?,B,중,[],"







",[생성 오류: 최대 재시도 초과]
한국원자력연구원이 피폭량을 연산하는 시스템에 투자하는 비중 대비 서울시립대학교가 재학생들의 누적 점수를 종단분석(추적)하는 시스템이 요구하는 데이터베이스 속 다차원 결합의 핵심 무결성 차이는 어떤 목적적 가치관에 입각합니까?,B,중,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
대한상공회의소 RE100 재생에너지 지원망과 경희대학교 산학단 운영 개발 모두 대학 또는 기업 중심의 외부 사용자와 내부 관리자의 포털입니다. 이들의 권한 통제 아키텍처 상 '신분 인증 체계의 불시 변경'이 닥쳤을 때 외부 조직의 반발이 더 크게 전개될 시스템은 논리상 어느 쪽이며 그 이유는 무엇입니까?,B,중,[],"







",[생성 오류: 최대 재시도 초과]
"코이카 우즈베키스탄 국제 방송망 인프라 사업, 울산광역시 버스 승객 디스플레이 체계, 그리고 케빈랩의 평택시 강소형 영상 감시 체계. 이들의 배분 예산을 먼저 종합 총계하십시오. 또한 이 세 가지 '스크린(모니터) 중심'의 정보 표출 체계들이 모두 해킹 공격으로 인해 스크린(광학 화면)을 통제당했다고 가정했을 때, 우즈벡 의정 방송, 평택 관제소, 울산 정류장 각 공간이 야기할 사회·정치적 2차 피해의 현상적인 파장 시나리오를 각각 대별하여 심사평을 작성하십시오.",B,상,[],"







",[생성 오류: 최대 재시도 초과]
"한국원자력연구원 선량평가시스템 기능 개선 사업에 연계해, 방사선 조사 시설 투입 연구원들에게 특별 보너스로 지급되는 명절 고기 세트의 단가가 기술되어 있습니까?",D,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
광주과학기술원(GIST) RCMS 연계 모듈 지시서 상에서 연구실 내부 전기 합선 화재 대응을 위해 설치할 천장 하론 소화기의 개당 비품 구입 예비 금원은 얼마입니까?,D,중,[],"







","해당 정보를 찾을 수 없습니다.

출처: 광주과학기술원(GIST) RCMS 연계 모듈 지시서"
아아아 저기 게빈렙 주식회사에서 그거 평탹시티 스마트 시티 강송형 홍수 감씨 에이아이(AI) 시수템 영상 연둉 하는거 과제 그거 자금 예산 비용 액수 총 얼마 배졍댔씀?,E,하,[],,"해당 정보를 찾을 수 없습니다. 관련 참고 문서를 제공해 주시면 확인해 드리겠습니다.

출처: nan"
그 꽝쥬과확기설원? GIST기 거기서 연구애들 RCMS 모둘 시스템 고친단는 사업 그거 결제 에산 금액 얼마로 짤여나왔눈지 정확한 숫자 원합니더!,E,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서 없음"
대한상공회의소가 신규 추진 중인 '기업 재생에너지 지원센터' 개편 발주 사업의 공고 금액은 숫자로 얼마가 기입되어 있나요?,A,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
경희대학교 내 산학협력단이 발주한 정보시스템 운영을 담당할 '외주 용역업체 선정' 공고의 공식 예산액은 얼마입니까?,A,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
서울시립대학교가 추진하는 '다차원 종단분석 통합시스템 1차 고도화 용역' 사업에 대한 사전 예산 공시 내역 금액 지표는 어떠합니까?,A,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
"한국교육과정평가원의 NCIC 시스템 개선 사업 시, 소프트웨어 오류 등 장애 발생을 대비하기 위해 위탁 업체가 물리적으로 수행해야 하는 시스템 모니터링 방식의 핵심적인 특징은 무엇으로 지시되었습니까?",A,중,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서"
"한국원자력연구원이 선량평가시스템 기능 고도화를 진행할 때, 방사능 관련 핵심 민감 데이터가 유출되는 사고를 무효화시키기 위해 적용해야 하는 최우선적인 데이터 보안 기술 방식은 어떻게 명시되어 있나요?",A,중,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서(관련 내용 없음)"
"광주과학기술원의 RCMS 연계 모듈 개발 용역 54,450,000원에 대하여 세금 및 기본 마진 명목으로 전체 예산의 20%가 일괄 사전 차감됩니다. 남은 예산을 바탕으로 2명의 API 서버 개발자에게 똑같이 5개월간 월급으로 균등 분배하려 할 때, 이때 개발자 한 명이 받는 월 급여 환산액은 얼마가 되나요?",A,상,[],"







",[생성 오류: 최대 재시도 초과]
"케빈랩 주식회사의 AI 영상 감시 연동 구역(341,000,000원) 예산과 한국원자력연구원의 선량평가 고도화 구역(46,600,000원) 양 과제가 투입하는 총 예산을 병합하면 도출되는 산술 규모는 얼마인가요?",B,하,[],,"해당 정보를 찾을 수 없습니다. 제공된 [참고 문서]에 관련 내용이 없어 두 과제의 예산 합계를 확인하거나 계산할 수 없습니다.

출처: nan"
"대한상공회의소 에너지 개편 비용, 을지대 비교과시스템 확충 비용, 시립대 종단분석 통합망 총괄 비용, 이들 세 곳 중에서 가장 든든한 예산 액수가 문건 내에 명시되어 있는 기관은 과연 어느 곳인가요?",B,하,[],"







","해당 정보를 찾을 수 없습니다.

제공된 참고 문서가 없어서 대한상공회의소 에너지 개편 비용, 을지대 비교과시스템 확충 비용, 시립대 종단분석 통합망 총괄 비용 가운데 어느 기관에 예산 액수가 명시되어 있는지 확인할 수 없습니다.

출처 문서명: 제공된 문서 없음"
울산광역시 버스정보망 사업 비용(약 9.86억)이 케빈랩 주식회사 평택시 하천 관제망 사업 비용(약 3.41억)을 수치상 상회하는 폭은 총 얼마입니까?,B,하,[],,"해당 정보를 찾을 수 없습니다. 참고 문서가 제공되지 않아 요청하신 금액 비교 계산을 할 수 없습니다.

출처 문서명: nan"
"광주과학기술원 RCMS 연계 변경과 한국교육과정평가원 NCIC 운영 사업 두 예산을 서로 견주었을 때, 투입 자금이 상대적으로 높은 곳의 과업명은 무엇으로 규정되었나요?",B,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
"시립대학교가 학생들을 평가하기 위해 진행하는 종단분석 고도화망과 대비하여, 경희대학교가 산학협력단 내부 결재 관리를 위해 추진하는 정보망에 있어서 시스템이 내장해야 하는 '최종 심의 모듈(결과 산출)'의 본질적인 알고리즘적 성향은 어떻게 분화됩니까?",B,중,[],"







",[생성 오류: 최대 재시도 초과]
"케빈랩 평택시 관내 AI 영상감시망과 한국교육과정평가원의 국가교육과정 NCIC 운영망은 모두 '비상시(재난 및 장애시)' 시스템 장애 파급의 범위를 관리해야 합니다. 하천 범람과 전국 학사 서버 블랙아웃이란 맥락에서, 양 시스템이 뼈아프게 직면하는 피해 확산의 '공간적 파급 방향성(Spatial Scale)'은 서로 어떻게 엇갈립니까?",B,중,[],"다양한 이동형 퍼스널 모빌리티에 장착 가능한 일체형 
학습 데이터 구축
고객사의 요구에 따른 신규 학습 데이터 구축 (2건 이상)
AI성능 개선을 위한 신규 학습데이터 구축
 
< 영상AI감시 시스템 개념도 >
추진체계 
추진체계도
 
총괄
평택시(스마트도시과)
유관기관
사업주관
자문단 운영
참여기업 및 기관
케빈랩(주)
내-외부 전문가
용역수행사
(사업자)
추진체계별 역할
 
구 분
구 성
주 요 업 무
총괄
평택시 스마트도시과
- 사업추진 총괄
사업주관
케빈랩(주)
- 사업추진계획 수립 및 사업관리 및 검사

- 사업추진 총괄
사업주관
케빈랩(주)
- 사업추진계획 수립 및 사업관리 및 검사
- 시스템 관리-운영 및 서비스 제공
유관기관
참여기업 및 기관
- 통신 및 보안 관련 지원 등
- 연계시스템 연동 관련 지원 등
사업수행
사업자
- 사업추진에 따른 계약의 이행
- 운영교육 및 기술 전수 등
자 문 
자문단, 유관업무부서
- 유관기관 전문가로 구성
- 사업추진에 관한 의견 제공
추진일정 
사업추진 일정(계약 후 2025년 12월 31일까지)
 
단 계
과 업
세부 업무
추진 일정
M1
M2
M3
M4
M5
M6
M7
M8
M9

다양하게 설치되는 시설물의 원활한 운영을 위하여 촬영되는 영상을 이용한 효과적인 운영 관리 기법 필요
다양한 영상데이터들을 학습하여 용도에 맞는 분석시스템을 활용할 수 있는 AI 플랫폼 도입 필요 
영상을 통한 사고 예방, 증거채증, 상태 관리 등의 효과 필요
평택시 강소형 스마트시티 조성사업의 연계 사업을 위한 데이터 제공 필요 
기 운영중인 통합관제 시스템과 연동하여 영상감시의 정확도 및 신뢰도 향상 필요 
사업개요 
과 업 명 : 평택시 강소형 스마트시티 조성사업 영상 AI감지 및 홍수감시 연동 시스템 구축 사업

평택시 강소형 스마트시티 조성사업 영상 AI감지 및 홍수감시 연동 시스템 구축 사업 
 제안요청서
2024. 12.
 
사업 및 계약관련
사업기획본부
TEL: 031-400-3794
 
목 차
 
 
Ⅰ. 사업개요	 - 	1
 1. 추진배경	 - 	1
 2. 사업개요	 - 	1
Ⅱ. 사업추진 방안	 - 	4
 1. 추진체계	 - 	4
 2. 추진일정	 - 	5
 3. 추진일정	 - 	6
Ⅲ. 제안요청 내용	 - 	7
 1. 요구사항 구성	 - 	7
 2. 요구사항 목록	 - 	8
 3. 요구사항 상세	 - 	10

요구사항 상세 
공통 요구사항 (ADR : Analysis & Design Requirements) 
 
요구사항 분류
공통 요구사항
요구사항 고유번호
ADR-001
요구사항 명칭
데이터 수집 대상 분석 및 정의
요구사항 분류
분석/설계 공통 요구사항
요구사항 
상세설명
정의
프로젝트 구축을 위한 정책분석 및 방향 정의
세부내용
데이터 수집 대상 분석
연동 대상 분석
데이터 활용 구조 분석 및 영상감시시스템 설계
데이터 적정성 판단을 통한 데이터 연동 협의 결과 분석
산출정보
서비스 구성도
 
요구사항 분류
공통 요구사항",[생성 오류: 최대 재시도 초과]
울산광역시 버스 안내 시스템 확대 및 기능개선안과 한국원자력연구원의 피폭 선량평가시스템 기능 개선은 모두 센서 데이터의 취합을 다루고 있습니다. 수집되는 데이터 세트가 지닌 '시간적 영구성 혹은 휘발성'의 프레임워크 측면에서 양 시스템의 특질적 대비점을 설명해 보십시오.,B,중,[],"







",[생성 오류: 최대 재시도 초과]
"코이카 우즈베키스탄 의정 방송 구축 사업(국제/통신), 케빈랩 AI 영상망(물리/재난), 광주과학기술원 RCMS 연계 변경비(서버/연동), 대한상공회의소 에너지 확충(프론트) 전체를 하나의 종합 견적으로 병합 결산하십시오. 덧붙여 이 중 코이카의 의정망과 케빈랩의 하천 관제망은 모두 무거운 대형 물리 장비(스크린, CCTV)가 국외/국내 현장에 세팅되는데, 두 현장 조직 공히 이 막대한 '현장 물리 장비가 훼손(하드웨어 파손)'되었을 시 SI 개발사가 겪게 되는 장애 복구의 가장 극명한 동선적 병목 맹점이 상대방과 비교해 어떻게 양각화되는지를 통신 및 국가적 환경을 빗대어 비평하십시오.",B,상,[],"기술 평가항목 및 배점 : “Ⅴ. 제안서 평가” 참고
용역사 선정방법
 지방자치단체를 당사자로 하는 계약에 관한 법률 시행령 제43조
 지방자치단체 입찰시 낙찰자 결정 기준 (행정안전부 예규 제253호)
 
Ⅱ
사업추진 방안 
사업범위 
실시간 현장 영상 중계 및 커뮤니케이션 플랫폼 개발
실시간 영상 중계 서버 개발
홍수감시를 위한 관내 CCTV 연동 시스템 구축
관내 CCTV 영상 이벤트 수신 데이터 처리 시스템 구축
AI영상기반 도시데이터 수집 중계 플랫폼
스마트폰 기반의 실시간 현장 영상 중계 및 커뮤니케이션 APP 개발

- 사업추진 총괄
사업주관
케빈랩(주)
- 사업추진계획 수립 및 사업관리 및 검사
- 시스템 관리-운영 및 서비스 제공
유관기관
참여기업 및 기관
- 통신 및 보안 관련 지원 등
- 연계시스템 연동 관련 지원 등
사업수행
사업자
- 사업추진에 따른 계약의 이행
- 운영교육 및 기술 전수 등
자 문 
자문단, 유관업무부서
- 유관기관 전문가로 구성
- 사업추진에 관한 의견 제공
추진일정 
사업추진 일정(계약 후 2025년 12월 31일까지)
 
단 계
과 업
세부 업무
추진 일정
M1
M2
M3
M4
M5
M6
M7
M8
M9

다양한 이동형 퍼스널 모빌리티에 장착 가능한 일체형 
학습 데이터 구축
고객사의 요구에 따른 신규 학습 데이터 구축 (2건 이상)
AI성능 개선을 위한 신규 학습데이터 구축
 
< 영상AI감시 시스템 개념도 >
추진체계 
추진체계도
 
총괄
평택시(스마트도시과)
유관기관
사업주관
자문단 운영
참여기업 및 기관
케빈랩(주)
내-외부 전문가
용역수행사
(사업자)
추진체계별 역할
 
구 분
구 성
주 요 업 무
총괄
평택시 스마트도시과
- 사업추진 총괄
사업주관
케빈랩(주)
- 사업추진계획 수립 및 사업관리 및 검사

모니터링 데이터와 이벤트 처리 결과에 대한 양방향 통신 방식을 수용 하는 개발 방식 적용
안드로이드 기반의 영상 분석 엔진 구현
향후 데이터 확장과 연동 대상 장비 추가 시 지속 확장 가능한 시스템 설계 적용 필수
사용자 구조 및 권한 등의 규칙 기반 전략 수립
외부 기관 및 공공데이터 연동을 위한 API 설계
산출정보
-
 
요구사항 분류
공통 요구사항
요구사항 고유번호
ADR-003
요구사항 명칭
기능 및 화면 설계 및 가이드
요구사항 분류
분석/설계 공통 요구사항
요구사항 
상세설명
정의

요구사항 분류
요구사항ID
요구사항명
공통 요구사항
1) 분석 및 설계
ADR-001
데이터 수집 대상 분석 및 정의 
ADR-002
프로젝트 구축 전략 수립
ADR-003
기능 및 화면 설계 및 가이드
기능 요구사항
2) 시스템 기능
SFR-001
실시간 영상 중계 서버 기능 요구사항
SFR-002
스마트 IoT 기반의 현장 영상 중계 앱 요구사항
SFR-003
실시간 현장 영상 모니터링 요구사항
SFR-004
실시간 지능형 영상 분석 엔진 요구사항
SFR-005
실시간 지능형 영상 분석 엔진 인터페이스 요구사항",[생성 오류: 최대 재시도 초과]
"케빈랩 주식회사의 강소형 AI 영상감시 네트워크 고도화 문서 지침에 따르면, 댐 방류 호우경보 시 하천변 주민 대피 안내를 위해 편성된 비상용 전세형 고속버스 임차비 현물 지급 기준표가 별도로 존재합니까?",D,하,[],"제안요청서
업무시스템 재구축을 위한 ISP
2024. 6
 
- 목 차 -
 Ⅰ. 추진 개요	 - 	 1
 Ⅱ. 과업 세부 내용	 - 	 4
 Ⅲ. 제안요청 내용	 - 	 6
 Ⅳ. 제안서 작성요령	 - 	 19
 Ⅴ. 제안 안내사항	 - 	 24
 ※ 서식목록	 - 	 37","해당 정보를 찾을 수 없습니다.

출처: 제안요청서 업무시스템 재구축을 위한 ISP 2024. 6"
"대한상공회의소가 신규 런칭할 기업 재생에너지 지원 홈페이지(RE100 센터)의 초기 서버 트래픽 부하 분산(로드밸런싱)을 달성하기 위해, 상의 내부 지하실에 설치해 둘 10gbe 규격 광 인터페이스 L4 스위칭 스토리지 기기의 구입 한도 단가가 언급되어 있습니까?",D,중,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
"즈기요 꽝주가학기셜원 거기에 그 연구개발 자금 쓰는 알씨엠에스(RCMS) 모둘 연개 사업 비용 한댜는데, 이거 돈 얼마로 책정돼가쥬구 공고올려놨능교?",E,하,[],"







",[생성 오류: 최대 재시도 초과]
"저기 시립댸학교 서율쒸륩대학교 말임돠 걩네 거기 단과대 성졀 합쳥가지구 죙단분석 하계따는대, 굳이 그딴 큰 예샨 부어서 교수들 책상애 학생 씨각회면으루 대시뽀드 만들라는 가장 급한 이유졈 빨리 말해조요!",E,중,[],"







",[생성 오류: 최대 재시도 초과]
부산관광공사의 '경영정보시스템 기능개선' 용역에 책정된 공식 발주 예산 규모는 얼마입니까?,A,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
(사)부산국제영화제가 발주하는 시스템은 주로 어떤 연례 행사의 지원을 목적으로 구축되나요?,A,하,[],"공급/재개발/유지보수
웹 개발자(PM급) 파견 용역 (총 1명)
용역파견
 
 
 3) 부산국제영화제 행사지원시스템 공급
 
구분
작업유형
출입관리시스템 모바일 앱(iOS, Android 각 1식) 공급
공급 및 교육
의전 시스템 공급 (모바일 웹 또는 모바일 앱 공급/ 관리자, 사용자)
온라인 스크리닝 시스템 공급 (비디오라이브러리, 심사 시스템 등)
레드카펫 시스템 공급 (입력폼, 출력폼, 서버, 현장투입)
커뮤니티비프 행사지원시스템 공급 (스트리밍, VOD / 채팅 시스템)
4. 사업추진계획
 
기간
구분 내용
2024년

Ⅳ. 제안서 작성
1. 일반사항
46
2. 제안서의 효력
46
3. 주관사업자 선정방식
46
4. 평가항목 및 배점 한도
47
5. 제안서 규격 및 작성요령
50
6. 유의사항
50
 V. 붙임
 
Ⅰ
 사업안내
1. 사업개요
가. 사 업 명 : BIFF&ACFM 온라인서비스 재개발 및 행사지원시스템 공급 사업
나. 기 간 : 계약체결일 ~ 2025. 05. 31.
다. 사업예산 : 243,000,000원(금이억사천삼백만 원) (VAT 포함)
라. 입찰방식 : 제한 경쟁입찰(지역 제한)
마. 계약방법 : 협상에 의한 계약

레드카펫 시스템 공급 및 운영
공급
커뮤니티비프 행사지원시스템 공급
영화제
공식 모바일 앱 오픈
영화제
공식 하반기 웹사이트 오픈
영화제
비디오룸 운영
마켓
OS룸 운영
마켓
공식 하반기 e마켓 웹사이트 오픈
마켓
공식 모바일 앱 오픈
공급
실시간 채팅 및 스트리밍 서비스 공급
공통
시스템 전체 정리 (결산)
영화제
공식 상반기 웹사이트 기획
영화제
공식 상반기 웹사이트 오픈
영화제
공식 상영작 접수 페이지 오픈
영화제
BAFA 접수 페이지 오픈
영화제
ACF SD 접수 페이지 오픈
영화제
APM 접수 페이지 오픈
영화제

2) BIFF 공식 웹사이트 상반기(3월 ~ 9월) 접수 페이지 등 개편 및 유지보수
 3) BIFF 공식 웹사이트 하반기(9월 ~ 3월) 리뉴얼 및 유지보수
 4) BIFF 패밀리사이트 개편 및 유지보수 (※패밀리사이트 : *.biff.kr 서브도메인 일체)
 5) BIFF 공식 애플리케이션(모바일 앱) 2종 공급(Android, iOS 각1식)
 6) 각종 행사지원시스템 공급 (출입관리시스템, 개-폐막지원시스템, 등) 
 7) 각종 외부 시스템의 시스템 연동 (티켓 시스템, 채용시스템 등)

4. 사업추진계획
 
기간
구분 내용
2024년
2025년
7
8
9
10
11
12
1
2
3
4
5
공통
입찰 및 제안서 평가_업체선정
영화제
커뮤니티비프 리퀘스트시네마 프로그램 모집
영화제
채용 시스템 연계 및 유지보수
마켓
온-오프라인 사전 참가 등록 기간
마켓
온라인 스크리닝 등록 기간
영화제
공식 하반기 웹사이트 기획 및 제작
마켓
ACFM e마켓 사이트 기획 및 제작(특집)
영화제
모바일 앱 기획(Android, iOS 각 1식)
마켓
모바일 앱 기획(Android, iOS 각 1식)
공급
행사지원시스템 기획 및 제작",[생성 오류: 최대 재시도 초과]
대검찰청의 '아태 사이버범죄 역량강화 허브(APC-HUB) 고도화 2차사업'에서 책정한 프로젝트 추정 예산은 얼마로 명시되어 있습니까?,A,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서 없음"
한국철도공사의 '운행정보기록 자동분석시스템 개량' 사업은 기관사나 열차가 운행 중에 어떠한 종류의 물리적 기록 매체에 남긴 데이터를 추출해 분석하고자 합니까?,A,중,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
서울특별시 여성가족재단의 '디지털성범죄 안심지원센터 AI 기반 삭제지원시스템 통합' 사업에서 인공지능(AI)이 주력으로 수행하도록 요구받는 핵심 업무는 기술적으로 무엇을 의미합니까?,A,중,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
"부산국제영화제(BIFF) 온라인서비스 재개발 용역비 243,000,000원에 대하여 서버 유지보수 연간 계약 기금으로 전체 예산의 25%가 일괄 선차감됩니다. 남은 개발비 중에서 현장의 단말기(키오스크) 및 티켓 발권기 교체 도입비로 또다시 남은 잔액의 40%가 공제되고 남은 비용을 티켓팅 전산망 코딩 인건비로 쓸 때, 순수 코딩 인건비로 쓰일 수 있는 액수는 최종적으로 얼마 산출됩니까?",A,상,[],"







",[생성 오류: 최대 재시도 초과]
사단법인아시아물위원회사무국의 스마트 관개시스템 원조 예산(50.31억)과 서울특별시 여성가족재단의 디지털성범죄 지원센터 시스템 통합 예산(약 3.36억) 두 시스템의 총 사업 자금 차액은 도합 얼마인가요?,B,하,[],"공동수급 가능 여부: 공동수급(컨소시엄) 불가
 기타 사항은‘입찰공고서’에 의함.
5. 추진일정
 
추진내용
추진일정
D
D+15
D+30
보고
착수보고 및 최종보고
시스템
구축
요구사항 분석 및 설계
개발 및 납품
테스트 및 안정화
교육 및 
검수
사용자 및 운영자 교육
사업 검사 및 검수
 * 상기 일정은 사정에 따라 변경될 수 있음 
 
Ⅱ

실감형 디지털 북 시스템 구축
제 안 요 청 서
2024. 11.
 
 
 
 백범김구기념관
 목 차 
I. 사업개요	 - 	 1
 1. 사업개요	 - 	 1
 2. 사업목적	 - 	 1
 3. 사업내용	 - 	 1
 4. 입찰 참가자격	 - 	 2
 5. 추진일정	 - 	 2
II. 과업내용 및 요구사항	 - 	 3
 1. 과업내용	 - 	 3
 2. 물품내역서	 - 	 4
 3. 상세 요구사항	 - 	 6
 4. 과업 산출물 제출	 - 	 22
III. 일반시방서	 - 	 24
Ⅳ. 제안 안내	 - 	 29

1. 제안서 평가항목 배점	 - 	 39
 2. 제안서 평가 및 협상	 - 	 41
 3. 정량적 평가 기준	 - 	 41
Ⅶ. 낙찰자 결정 및 계약 체결	 - 	 46
 1. 협상대상자 선정	 - 	 46
 2. 협상 절차 및 기간	 - 	 46
 3. 계약 체결 및 이행	 - 	 46
(붙임 목차)	 - 	 47
 
Ⅰ
 사업 개요 
1. 사업개요
 사업명 : 백범김구기념관 실감형 디지털 북 미디어 시스템 구축
 사업기간: 계약일로부터 30일 이내
 ※기념관 사정 및 공정 일정 등에 따라 사업기간은 조정될 수 있음

※기념관 사정 및 공정 일정 등에 따라 사업기간은 조정될 수 있음
 사업예산: 84,000,000원(부가세 포함, 사업과 관련된 모든 비용 포함)
 사업방식: 제한경쟁입찰(협상에 의한 계약)
 사업장소: 백범김구기념관
 사업범위: 실감형 디지털 북 미디어 시스템 구축
2. 사업배경 및 목적
 백범김구기념관 레노베이션 사업과 연계하여 차세대 디지털 미디어를 활용한 백범일지에 대한 스토리텔링 제공

실감형 디지털 북 콘텐츠를 통한 신개념 정보 제공 및 서비스 고도화
 
3. 사업내용 
 주요 사업 내용: 실감형 디지털 북 시스템 구축
구분
장비
세부 내용
수량
설치위치
디지털
북
디지털 북
키오스크
․ 커스텀 디자인을 통한 백범백범김구기념관만의 디지털 북 키오스크 디자인 제작
1대
백범김구기념관 내
 - 운영장비(프로젝터, 운영 PC 등) 및 체험설비(디지털 북,카메라,센서 등) 일체 구매 및 설치
 - 사후 관리 및 유지보수 
4. 입찰 참가 자격",[생성 오류: 최대 재시도 초과]
부산관광공사의 경영정보망 개선비(1.09억)와 부산국제영화제 행사지원시스템 용역비(약 2.43억) 두 부산 지역 내 시스템 운영비의 총 결합액은 어떠합니까?,B,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서 없음"
"한국연구재단의 대학산학협력활동 실태조사망 시스템 예산(약 1.29억)이 고양도시관리공사 다목적구장 통합운영 관리 시스템 구비 예산(9,000만 원)보다 정량 수치가 높게 측정되었나요?",B,하,[],"







",[생성 오류: 최대 재시도 초과]
"대검찰청의 사이버범죄 교육시스템 고도화 비용(35,750,000원)과 광주문화재단의 예술통합플랫폼 보수 용역비(61,890,000원) 중 비교적 자본 규모가 열세인 프로젝트는 어디 발주인가요?",B,하,[],"







",[생성 오류: 최대 재시도 초과]
한국철도공사의 운행정보기록 자동분석시스템 개량과 (사)부산국제영화제의 BIFF 온라인서비스 재개발은 양쪽 모두 오프라인 현장의 '실시간 티켓 및 제어 데이터'를 전산망이 수신하는 구조입니다. 그러나 전파 지연(Latency)이 발생했을 때 나타나는 '현장 물리 장비 측의 치명성'의 양상은 서로 어떻게 다릅니까?,B,중,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
"한국보건산업진흥원의 의료기기 종합정보망과 서울시 여성가족재단의 디지털성범죄 안심지원센터 시스템은 공통적으로 개인 식별이 가능한 '범국가적 초민감형 데이터'를 담고 있습니다. 양 시스템 데이터베이스가 털렸다고 가정할 때, 시스템에 취합된 데이터의 성격상 피해자 관점에서 발생할 수 있는 '프라이버시 침해의 경제/사회적 맥락'은 어떻게 대비됩니까?",B,중,[],"







","해당 정보를 찾을 수 없습니다.

출처 문서명: 제공된 참고 문서 없음."
"아시아물위원회사무국의 스마트 관개 자산비용, 서울시 여성재단의 시스템 통합 자산비용, 그리고 남서울대학교 정보시스템 암호화 용역 자산비용(7천만 원 배정)을 모두 하나로 묶어 총액을 시산해 내십시오. 추가로 아시아물위원회의 시스템은 물 부족 국가의 댐 방류 원격 제어망이고, 남서울대학교는 교내 학사 행정의 단편적 암호화입니다. 양자가 외주 업체에 요구하는 소프트웨어 인프라 테스트 중 '블랙박스 침투 테스트(모의 해킹)'의 빈도수와 그 물리적 당위성이 왜 압도적인 차이를 보여야만 하는지 국가 안보 인프라 측면에서 조명하십시오.",B,상,[],"







",[생성 오류: 최대 재시도 초과]
"광주문화재단 예술통합플랫폼(6.189천만), 대검찰청 사이버범죄 교육망(3.575천만), 그리고 부산관광공사 경영정보망(1.09억) 세 곳에서 투입키로 한 예산을 하나로 거시 합계해 보십시오. 아울러 이 세 플랫폼은 모두 '공공재단/수사기관 관리하의 시민 대면형 콘텐츠(문화, 교육, 관광 안내)'를 웹페이지로 서비스한다는 성격이 겹칩니다. 만약 세 시스템이 모두 악성 트래픽(DDoS) 공격으로 48시간 다운되었다고 가정할 때 대국민 피해의 양태가, 수사기관 사이버 허브만의 제한적 수강생 피로 vs 광역 단위의 오프라인 경제 타격(관광, 예매)이라는 측면에서 3사 별로 각각 어떻게 불규칙하게 촉발될지 예측 비평하십시오.",B,상,[],"







",[생성 오류: 최대 재시도 초과]
"남서울대학교가 스마트 정보시스템 활성화를 위해 학사행정 암호화 개발 용역을 냈는데, 이 문서 지시서 안에 외부 보안 컨설턴트 소속 직원의 치과 정기 스케일링 진료비 지급 항목이 존재합니까?",D,하,[],"







","해당 정보를 찾을 수 없습니다. 제공된 문서들에서 남서울대학교 학사행정 암호화 개발 용역 지시서 안에 외부 보안 컨설턴트 소속 직원의 치과 정기 스케일링 진료비 지급 항목이 존재하는지 확인할 수 없습니다.

출처 문서명: 제공된 참고 문서 없음"
