question,type,history,kure_openai_avg_faithfulness,kure_openai_avg_relevance,kure_openai_avg_rejection,kure_openai_avg_correctness,kure_openai_avg_context_precision,kure_openai_avg_context_recall,small_openai_avg_faithfulness,small_openai_avg_relevance,small_openai_avg_rejection,small_openai_avg_correctness,small_openai_avg_context_precision,small_openai_avg_context_recall,kure_gemma_avg_faithfulness,kure_gemma_avg_relevance,kure_gemma_avg_rejection,kure_gemma_avg_context_precision,kure_gemma_avg_correctness,kure_gemma_avg_context_recall,kure_phi_avg_faithfulness,kure_phi_avg_relevance,kure_phi_avg_rejection,kure_phi_avg_context_precision,kure_phi_avg_correctness,kure_phi_avg_context_recall,kure_qwen_avg_faithfulness,kure_qwen_avg_relevance,kure_qwen_avg_rejection,kure_qwen_avg_context_precision,kure_qwen_avg_correctness,kure_qwen_avg_context_recall,koe5_gemma_avg_faithfulness,koe5_gemma_avg_relevance,koe5_gemma_avg_rejection,koe5_gemma_avg_context_precision,koe5_gemma_avg_correctness,koe5_gemma_avg_context_recall,koe5_phi_avg_faithfulness,koe5_phi_avg_relevance,koe5_phi_avg_rejection,koe5_phi_avg_context_precision,koe5_phi_avg_correctness,koe5_phi_avg_context_recall,koe5_qwen_avg_faithfulness,koe5_qwen_avg_relevance,koe5_qwen_avg_rejection,koe5_qwen_avg_context_precision,koe5_qwen_avg_correctness,koe5_qwen_avg_context_recall,koe5_openai_avg_faithfulness,koe5_openai_avg_relevance,koe5_openai_avg_rejection,koe5_openai_avg_context_precision,koe5_openai_avg_correctness,koe5_openai_avg_context_recall,small_gemma_avg_faithfulness,small_gemma_avg_relevance,small_gemma_avg_rejection,small_gemma_avg_context_precision,small_gemma_avg_correctness,small_gemma_avg_context_recall,small_phi_avg_faithfulness,small_phi_avg_relevance,small_phi_avg_rejection,small_phi_avg_context_precision,small_phi_avg_correctness,small_phi_avg_context_recall,small_qwen_avg_faithfulness,small_qwen_avg_relevance,small_qwen_avg_rejection,small_qwen_avg_context_precision,small_qwen_avg_correctness,small_qwen_avg_context_recall
"광주과학기술원 RCMS 연계 변경과 한국교육과정평가원 NCIC 운영 사업 두 예산을 서로 견주었을 때, 투입 자금이 상대적으로 높은 곳의 과업명은 무엇으로 규정되었나요?",B,[],1,2,5,,2,,3,3,5,,2,,5,2,5,4,,,5,2,5,1,,,5,2,5,5,,,3,2,5,5,,,5,2,5,5,,,1,1,1,4,,,1,3,5,2,,,5,4,5,5,,,1,3,5,5,,,1,4,1,5,,
"시립대학교가 학생들을 평가하기 위해 진행하는 종단분석 고도화망과 대비하여, 경희대학교가 산학협력단 내부 결재 관리를 위해 추진하는 정보망에 있어서 시스템이 내장해야 하는 '최종 심의 모듈(결과 산출)'의 본질적인 알고리즘적 성향은 어떻게 분화됩니까?",B,[],1,1,5,,1,,1,2,5,,1,,5,1,5,1,,,5,2,5,1,,,1,3,5,1,,,1,1,5,1,,,5,2,5,1,,,1,1,5,1,,,1,2,5,2,,,1,1,5,1,,,5,2,5,1,,,1,2,5,1,,
"케빈랩 평택시 관내 AI 영상감시망과 한국교육과정평가원의 국가교육과정 NCIC 운영망은 모두 '비상시(재난 및 장애시)' 시스템 장애 파급의 범위를 관리해야 합니다. 하천 범람과 전국 학사 서버 블랙아웃이란 맥락에서, 양 시스템이 뼈아프게 직면하는 피해 확산의 '공간적 파급 방향성(Spatial Scale)'은 서로 어떻게 엇갈립니까?",B,[],1,2,5,,2,,1,1,5,,1,,5,2,5,1,,,5,1,5,1,,,1,2,5,2,,,2,2,5,2,,,1,2,5,2,,,1,2,5,2,,,1,2,5,2,,,1,3,5,1,,,5,1,5,2,,,1,2,5,2,,
울산광역시 버스 안내 시스템 확대 및 기능개선안과 한국원자력연구원의 피폭 선량평가시스템 기능 개선은 모두 센서 데이터의 취합을 다루고 있습니다. 수집되는 데이터 세트가 지닌 '시간적 영구성 혹은 휘발성'의 프레임워크 측면에서 양 시스템의 특질적 대비점을 설명해 보십시오.,B,[],1,2,5,,2,,1,2,5,,2,,5,1,5,1,,,5,1,5,1,,,5,2,5,1,,,1,2,5,1,,,1,3,1,1,,,1,2,5,1,,,1,2,3,2,,,5,1,5,2,,,5,1,5,2,,,1,2,5,3,,
"코이카 우즈베키스탄 의정 방송 구축 사업(국제/통신), 케빈랩 AI 영상망(물리/재난), 광주과학기술원 RCMS 연계 변경비(서버/연동), 대한상공회의소 에너지 확충(프론트) 전체를 하나의 종합 견적으로 병합 결산하십시오. 덧붙여 이 중 코이카의 의정망과 케빈랩의 하천 관제망은 모두 무거운 대형 물리 장비(스크린, CCTV)가 국외/국내 현장에 세팅되는데, 두 현장 조직 공히 이 막대한 '현장 물리 장비가 훼손(하드웨어 파손)'되었을 시 SI 개발사가 겪게 되는 장애 복구의 가장 극명한 동선적 병목 맹점이 상대방과 비교해 어떻게 양각화되는지를 통신 및 국가적 환경을 빗대어 비평하십시오.",B,[],4,2,5,,4,,1,2,5,,1,,1,1,5,2,,,1,2,1,2,,,1,2,5,3,,,1,2,5,2,,,2,3,5,4,,,1,3,5,4,,,1,2,5,1,,,1,2,3,2,,,1,4,5,1,,,1,2,5,2,,
"케빈랩 주식회사의 강소형 AI 영상감시 네트워크 고도화 문서 지침에 따르면, 댐 방류 호우경보 시 하천변 주민 대피 안내를 위해 편성된 비상용 전세형 고속버스 임차비 현물 지급 기준표가 별도로 존재합니까?",D,[],1,2,5,,1,,1,2,5,,1,,4,3,5,1,,,5,3,5,1,,,5,1,5,1,,,4,2,5,1,,,5,3,5,1,,,3,1,5,1,,,2,2,5,1,,,5,3,5,1,,,5,3,5,1,,,5,5,5,1,,
"대한상공회의소가 신규 런칭할 기업 재생에너지 지원 홈페이지(RE100 센터)의 초기 서버 트래픽 부하 분산(로드밸런싱)을 달성하기 위해, 상의 내부 지하실에 설치해 둘 10gbe 규격 광 인터페이스 L4 스위칭 스토리지 기기의 구입 한도 단가가 언급되어 있습니까?",D,[],1,3,5,,1,,2,4,1,,1,,5,5,5,1,,,5,4,5,1,,,5,3,5,1,,,1,4,5,1,,,5,4,5,1,,,5,5,5,1,,,3,2,5,1,,,1,4,5,1,,,5,5,5,1,,,5,5,5,1,,
"즈기요 꽝주가학기셜원 거기에 그 연구개발 자금 쓰는 알씨엠에스(RCMS) 모둘 연개 사업 비용 한댜는데, 이거 돈 얼마로 책정돼가쥬구 공고올려놨능교?",E,[],5,5,5,,5,,5,5,5,,5,,5,2,5,1,,,5,3,5,1,,,1,2,5,3,,,1,5,1,1,,,1,5,1,4,,,1,5,1,1,,,4,4,1,5,,,1,5,1,1,,,1,5,1,1,,,1,5,1,1,,
"저기 시립댸학교 서율쒸륩대학교 말임돠 걩네 거기 단과대 성졀 합쳥가지구 죙단분석 하계따는대, 굳이 그딴 큰 예샨 부어서 교수들 책상애 학생 씨각회면으루 대시뽀드 만들라는 가장 급한 이유졈 빨리 말해조요!",E,[],3,5,5,,5,,3,4,3,,4,,5,2,5,1,,,5,1,5,1,,,1,1,3,1,,,1,5,1,1,,,1,3,1,1,,,1,4,1,1,,,4,5,5,4,,,5,1,5,1,,,5,1,5,1,,,1,2,1,1,,
부산관광공사의 '경영정보시스템 기능개선' 용역에 책정된 공식 발주 예산 규모는 얼마입니까?,A,[],3,2,5,,2,,3,2,5,,1,,5,2,5,1,,,5,3,5,1,,,5,2,5,1,,,5,5,5,1,,,5,2,5,1,,,1,2,5,1,,,5,3,5,1,,,5,5,5,1,,,5,1,5,1,,,1,3,5,1,,
(사)부산국제영화제가 발주하는 시스템은 주로 어떤 연례 행사의 지원을 목적으로 구축되나요?,A,[],5,5,5,,5,,5,5,5,,5,,4,5,5,5,,,4,4,1,5,,,4,4,1,5,,,5,5,5,5,,,5,4,5,4,,,4,5,1,5,,,5,5,5,5,,,5,5,5,5,,,5,5,5,5,,,4,5,1,5,,
대검찰청의 '아태 사이버범죄 역량강화 허브(APC-HUB) 고도화 2차사업'에서 책정한 프로젝트 추정 예산은 얼마로 명시되어 있습니까?,A,[],5,3,5,,2,,5,5,5,,2,,5,2,5,1,,,5,2,5,1,,,5,1,5,1,,,1,1,1,5,,,5,2,5,1,,,5,2,5,1,,,4,5,5,1,,,1,1,1,1,,,5,1,5,5,,,5,3,5,1,,
한국철도공사의 '운행정보기록 자동분석시스템 개량' 사업은 기관사나 열차가 운행 중에 어떠한 종류의 물리적 기록 매체에 남긴 데이터를 추출해 분석하고자 합니까?,A,[],5,3,5,,3,,5,3,5,,5,,5,1,5,5,,,5,2,5,1,,,5,2,5,5,,,1,5,1,1,,,3,1,1,1,,,1,2,1,1,,,5,3,5,5,,,1,4,1,5,,,1,1,5,5,,,1,2,1,1,,
서울특별시 여성가족재단의 '디지털성범죄 안심지원센터 AI 기반 삭제지원시스템 통합' 사업에서 인공지능(AI)이 주력으로 수행하도록 요구받는 핵심 업무는 기술적으로 무엇을 의미합니까?,A,[],1,1,5,,1,,5,5,5,,5,,5,2,5,5,,,5,2,5,5,,,1,3,1,5,,,2,1,5,2,,,5,2,5,5,,,1,2,5,5,,,5,4,5,5,,,5,1,5,5,,,5,1,5,5,,,1,1,5,5,,
"부산국제영화제(BIFF) 온라인서비스 재개발 용역비 243,000,000원에 대하여 서버 유지보수 연간 계약 기금으로 전체 예산의 25%가 일괄 선차감됩니다. 남은 개발비 중에서 현장의 단말기(키오스크) 및 티켓 발권기 교체 도입비로 또다시 남은 잔액의 40%가 공제되고 남은 비용을 티켓팅 전산망 코딩 인건비로 쓸 때, 순수 코딩 인건비로 쓰일 수 있는 액수는 최종적으로 얼마 산출됩니까?",A,[],1,2,5,,5,,1,5,5,,5,,1,5,1,1,,,1,5,1,1,,,1,5,1,1,,,1,4,5,1,,,1,2,1,1,,,1,5,1,1,,,1,2,5,4,,,1,3,5,1,,,1,2,5,5,,,1,5,1,5,,
사단법인아시아물위원회사무국의 스마트 관개시스템 원조 예산(50.31억)과 서울특별시 여성가족재단의 디지털성범죄 지원센터 시스템 통합 예산(약 3.36억) 두 시스템의 총 사업 자금 차액은 도합 얼마인가요?,B,[],1,1,5,,1,,1,1,5,,1,,1,1,5,1,,,5,2,5,1,,,1,1,5,1,,,1,2,5,1,,,1,2,5,1,,,1,1,5,1,,,1,3,5,5,,,1,2,5,1,,,5,2,5,1,,,1,2,5,1,,
부산관광공사의 경영정보망 개선비(1.09억)와 부산국제영화제 행사지원시스템 용역비(약 2.43억) 두 부산 지역 내 시스템 운영비의 총 결합액은 어떠합니까?,B,[],1,2,5,,2,,1,2,5,,3,,1,5,1,5,,,1,3,1,5,,,1,3,1,5,,,5,1,5,5,,,5,1,5,5,,,1,4,5,5,,,2,2,5,2,,,5,1,5,5,,,5,2,5,5,,,1,3,5,5,,
"한국연구재단의 대학산학협력활동 실태조사망 시스템 예산(약 1.29억)이 고양도시관리공사 다목적구장 통합운영 관리 시스템 구비 예산(9,000만 원)보다 정량 수치가 높게 측정되었나요?",B,[],3,5,1,,5,,1,4,5,,2,,1,2,5,1,,,1,5,1,1,,,1,5,1,1,,,1,5,5,1,,,1,5,1,1,,,1,5,1,1,,,2,5,1,5,,,1,5,5,1,,,1,5,1,1,,,1,5,1,1,,
"대검찰청의 사이버범죄 교육시스템 고도화 비용(35,750,000원)과 광주문화재단의 예술통합플랫폼 보수 용역비(61,890,000원) 중 비교적 자본 규모가 열세인 프로젝트는 어디 발주인가요?",B,[],1,2,5,,4,,1,4,1,,4,,1,5,1,5,,,1,5,1,5,,,1,4,1,5,,,5,2,5,5,,,1,2,1,5,,,1,5,1,5,,,5,2,5,2,,,1,4,5,5,,,1,5,1,5,,,1,5,1,5,,
한국철도공사의 운행정보기록 자동분석시스템 개량과 (사)부산국제영화제의 BIFF 온라인서비스 재개발은 양쪽 모두 오프라인 현장의 '실시간 티켓 및 제어 데이터'를 전산망이 수신하는 구조입니다. 그러나 전파 지연(Latency)이 발생했을 때 나타나는 '현장 물리 장비 측의 치명성'의 양상은 서로 어떻게 다릅니까?,B,[],1,2,5,,1,,1,2,5,,2,,5,1,5,2,,,5,3,5,1,,,1,2,5,1,,,5,2,5,1,,,5,3,5,2,,,1,2,5,1,,,1,2,5,2,,,1,2,5,1,,,5,1,5,5,,,1,2,5,2,,
"한국보건산업진흥원의 의료기기 종합정보망과 서울시 여성가족재단의 디지털성범죄 안심지원센터 시스템은 공통적으로 개인 식별이 가능한 '범국가적 초민감형 데이터'를 담고 있습니다. 양 시스템 데이터베이스가 털렸다고 가정할 때, 시스템에 취합된 데이터의 성격상 피해자 관점에서 발생할 수 있는 '프라이버시 침해의 경제/사회적 맥락'은 어떻게 대비됩니까?",B,[],1,1,5,,1,,1,2,5,,5,,5,1,5,1,,,5,2,5,1,,,1,2,1,1,,,1,3,5,1,,,5,1,5,1,,,5,2,5,1,,,1,2,5,4,,,1,3,5,1,,,5,1,5,1,,,1,1,5,1,,
"아시아물위원회사무국의 스마트 관개 자산비용, 서울시 여성재단의 시스템 통합 자산비용, 그리고 남서울대학교 정보시스템 암호화 용역 자산비용(7천만 원 배정)을 모두 하나로 묶어 총액을 시산해 내십시오. 추가로 아시아물위원회의 시스템은 물 부족 국가의 댐 방류 원격 제어망이고, 남서울대학교는 교내 학사 행정의 단편적 암호화입니다. 양자가 외주 업체에 요구하는 소프트웨어 인프라 테스트 중 '블랙박스 침투 테스트(모의 해킹)'의 빈도수와 그 물리적 당위성이 왜 압도적인 차이를 보여야만 하는지 국가 안보 인프라 측면에서 조명하십시오.",B,[],1,1,5,,1,,1,2,5,,2,,5,2,5,1,,,1,2,1,1,,,1,2,3,1,,,5,1,5,1,,,1,2,5,1,,,1,2,5,1,,,1,3,5,1,,,5,2,5,1,,,1,2,5,1,,,1,3,3,1,,
"광주문화재단 예술통합플랫폼(6.189천만), 대검찰청 사이버범죄 교육망(3.575천만), 그리고 부산관광공사 경영정보망(1.09억) 세 곳에서 투입키로 한 예산을 하나로 거시 합계해 보십시오. 아울러 이 세 플랫폼은 모두 '공공재단/수사기관 관리하의 시민 대면형 콘텐츠(문화, 교육, 관광 안내)'를 웹페이지로 서비스한다는 성격이 겹칩니다. 만약 세 시스템이 모두 악성 트래픽(DDoS) 공격으로 48시간 다운되었다고 가정할 때 대국민 피해의 양태가, 수사기관 사이버 허브만의 제한적 수강생 피로 vs 광역 단위의 오프라인 경제 타격(관광, 예매)이라는 측면에서 3사 별로 각각 어떻게 불규칙하게 촉발될지 예측 비평하십시오.",B,[],1,3,5,,2,,1,2,5,,1,,1,2,5,1,,,1,4,1,1,,,1,3,1,1,,,5,1,5,2,,,1,4,1,1,,,4,2,5,1,,,1,2,5,1,,,1,1,5,1,,,1,3,1,2,,,1,2,5,1,,
"남서울대학교가 스마트 정보시스템 활성화를 위해 학사행정 암호화 개발 용역을 냈는데, 이 문서 지시서 안에 외부 보안 컨설턴트 소속 직원의 치과 정기 스케일링 진료비 지급 항목이 존재합니까?",D,[],2,1,5,,1,,3,5,5,,1,,5,2,5,1,,,5,2,5,1,,,1,2,5,1,,,2,3,5,1,,,1,2,5,1,,,1,3,5,1,,,1,5,5,1,,,1,5,5,1,,,5,5,5,1,,,1,2,5,1,,
"고양도시관리공사 다목적구장 홈페이지 통합운영 관리 시스템 지침에서, 구장을 대여한 조기축구회 회원들이 잔디 구장 주변의 벤치에서 바비큐 파티를 할 경우 화재 수습을 위해 불러야 하는 사설 소방 펌프차 대여 파견 단가 규정이 명세되어 있나요?",D,[],5,3,5,,1,,5,1,5,,1,,5,5,5,1,,,5,3,5,1,,,1,4,5,1,,,5,5,5,1,,,5,5,5,1,,,2,3,5,1,,,1,2,5,1,,,5,3,5,1,,,5,3,5,1,,,1,5,5,1,,
아 글구 저기 대검찰청 있자나요 검찰청 거기 아태 싸이버 범죄 역량걍화 허부(APC-HUB) 고됴화 사업 2차루 한다는데 그거 발쥬 몌산 자금 총 얼마루 설정대쓰요?,E,[],3,4,5,,4,,5,4,5,,3,,5,2,5,1,,,5,2,5,1,,,1,5,5,1,,,2,1,1,1,,,5,2,5,1,,,1,3,1,1,,,5,3,5,2,,,1,2,3,1,,,5,3,5,1,,,5,4,5,1,,
고양씨 말입니다 꼬양도시관뤼공사 다묙젹구장 홀페이지 맨들고 횐님들 툥합관리 하는 망 만든다는데 그거 에싼 금액 얼망미꽈 정왁한 숮자료 말해주세요!,E,[],1,5,5,,3,,5,5,5,,4,,5,2,5,1,,,5,2,5,1,,,1,2,1,1,,,1,5,1,1,,,1,5,1,1,,,1,5,1,1,,,4,5,5,5,,,1,4,5,1,,,5,2,5,1,,,1,3,5,1,,
"재단법인 광주광역시 광주문화재단의 '광주문화예술통합플랫폼 시스템 유지 및 보수 용역' 관련 문서 기준, 확정된 용역 배정 예산은 총 얼마입니까?",A,[],3,2,5,,5,,2,1,1,,1,,1,5,1,5,,,5,2,5,5,,,5,2,5,5,,,1,1,5,5,,,5,1,5,5,,,2,2,5,5,,,3,1,5,1,,,5,2,5,5,,,5,2,5,2,,,5,2,5,1,,
"남서울대학교가 스마트 정보시스템 활성화를 위해 발주한 본건 용역(70,000,000원)은 시스템 내의 어떤 특정 기술적 분야 개선에 중점을 두고 있나요?",A,[],3,2,1,,5,,4,4,3,,5,,1,2,1,1,,,5,1,5,1,,,2,3,5,1,,,5,1,5,1,,,5,1,5,4,,,1,3,5,1,,,5,4,5,5,,,1,2,5,1,,,1,3,3,1,,,1,5,5,1,,
고양도시관리공사가 새롭게 구축하고자 하는 홈페이지 및 통합운영 관리 시스템이 목표로 삼고 있는 구체적인 체육 공간의 명칭은 무엇입니까?,A,[],5,5,5,,5,,5,5,5,,5,,5,1,5,1,,,5,1,5,5,,,5,1,5,5,,,1,5,1,5,,,1,4,1,5,,,1,5,1,1,,,5,5,5,5,,,1,5,1,1,,,1,5,1,5,,,1,5,1,5,,
"사단법인 부산국제영화제의 행사지원시스템 공급 용역에는, 온라인 예매가 일시적으로 폭주할 경우를 대비하여 티켓팅 서버가 필수로 갖추어야 하는 '서버 탄력성 지표'를 어떻게 구체적으로 제시하였습니까?",A,[],1,2,5,,1,,1,2,5,,1,,5,2,5,1,,,1,2,5,1,,,1,2,5,1,,,1,1,5,1,,,1,2,5,1,,,1,2,5,1,,,2,2,5,1,,,1,3,5,1,,,1,3,5,1,,,1,2,5,1,,
"대한민국의 대검찰청 지시서에 따르면, 아태 사이버범죄 역량강화 허브(APC-HUB) 온라인 교육시스템 고도화 구축 시 수강생(경찰/검찰)들이 접속하는 환경적 요건(PC, 모바일)에 대해서 개발사가 준수해야 할 필수 디스플레이(UI) 최적화 가이드라인은 무엇입니까?",A,[],3,4,5,,4,,4,4,5,,2,,5,2,5,1,,,5,2,5,1,,,5,1,5,1,,,1,1,1,1,,,5,2,5,1,,,1,2,5,1,,,2,3,5,4,,,1,1,1,1,,,5,2,5,1,,,1,2,5,1,,
"서울특별시 여성가족재단의 시스템 통합 예산 336,403,000원을 바탕으로 개발 비용을 계상합니다. 이 사업 예산의 절반(50%)을 AI 삭제 기술 라이선스 구매비와 외부 솔루션 임차비로 묶어 우선 결제하고, 잔금 중 30%를 본부 하드웨어 서버 증설에 쓴 뒤 남은 최종 잔액을 오로지 프리랜서 개발팀 3인에게 동일한 몫의 성과급으로 나눈다면, 1인당 배정되는 개발팀 성과급의 순수 가치는 얼마입니까?",A,[],1,2,5,,2,,2,2,5,,5,,1,2,1,1,,,1,1,5,5,,,1,5,1,1,,,5,5,5,5,,,1,1,1,5,,,1,5,1,1,,,2,2,5,4,,,5,3,5,5,,,5,5,5,5,,,1,5,1,1,,
"고양도시관리공사 관산 다목적구장 예산(90,000,000원)과 광주문화재단 예술통합플랫폼 예산(61,890,000원) 양쪽 과업 자본의 숫자상 합산액은 어떻게 산출되나요?",B,[],1,5,1,,1,,3,3,5,,2,,1,5,1,5,,,1,5,1,5,,,1,5,1,5,,,1,1,5,5,,,1,5,1,5,,,1,4,5,1,,,1,5,1,2,,,1,2,5,5,,,1,5,1,5,,,1,2,5,5,,
"대검찰청의 사이버범죄 교육망 고도화 비용(약 3,575만 원)과 남서울대학교 정보시스템 활성화 암호화 용역 비용(7,000만 원) 양 발주간의 배정 차액은 얼마입니까?",B,[],1,2,5,,1,,2,2,5,,1,,1,5,1,5,,,5,1,5,5,,,1,5,1,5,,,5,1,5,5,,,5,1,5,5,,,1,1,5,5,,,1,2,5,2,,,5,1,5,5,,,5,2,5,5,,,5,1,5,5,,
아시아물위원회사무국 우즈벡 관개망 발주(약 50.31억 원) 규모가 서울특별시 여성가족재단의 시스템 통합 예산(약 3.36억) 예산 규모의 두 배 이상 수치를 마크하고 있습니까?,B,[],1,1,5,,1,,1,5,1,,4,,1,2,5,1,,,1,5,1,3,,,1,5,1,1,,,5,2,5,1,,,1,4,1,1,,,1,1,5,1,,,1,4,1,1,,,1,3,5,1,,,1,2,5,5,,,1,5,1,1,,
"부산관광공사 정보망, 부산국제영화제 전산망, 한국보건산업진흥원 종합정보망 이 세 곳 중 기획 문서상의 수치로 기재된 배정 비용이 가장 높은 단일 사업은 어떤 것인가요?",B,[],1,2,5,,1,,1,1,5,,1,,5,2,5,5,,,5,2,5,3,,,3,2,5,5,,,1,2,5,4,,,5,2,5,5,,,5,2,5,5,,,1,2,5,1,,,1,2,5,4,,,5,1,5,5,,,1,5,1,5,,
"고양도시관리공사의 다목적구장 홈페이지 구축과 재단법인 광주문화재단의 예술통합플랫폼 시스템 유지보수, 두 사업 모두 예매 결제가 포함된 '가입 시민 위주의 생활 편의 포털'입니다. 하지만 이용객이 특정 자원을 '독점적으로 선점하는 점유(Occupancy) 패턴'의 차원에서 두 시스템이 마찰을 빚는 사용자 경합 양상은 어떤 도메인적 특질로 대립하나요?",B,[],1,2,5,,1,,1,1,5,,1,,2,2,5,1,,,1,1,5,2,,,2,2,5,2,,,1,2,5,1,,,1,2,5,2,,,1,1,1,1,,,1,2,5,1,,,1,1,1,2,,,1,2,5,2,,,1,2,5,1,,
"한국연구재단(UICC) 실태조사 시스템 기능개선(비교군)과 대검찰청 아태 사이버범죄 교육시스템 고도화(대상군)는 모두 기관 내부의 특정 집단(대학 연구진, 경찰)을 대상으로 합니다. 이 양 인트라 웹이 사용자의 동기부여를 시스템의 '성과 산출물(Resultant)'로 도출해 내는 방식 구조의 차이는 무엇입니까?",B,[],1,2,5,,2,,1,2,5,,2,,5,2,5,1,,,5,1,5,1,,,1,2,5,1,,,2,2,5,1,,,1,2,5,1,,,1,2,5,1,,,1,2,5,2,,,1,3,5,1,,,1,2,5,1,,,1,2,5,1,,
"아시아물위원회사무국 우즈벡 관개 사업비, 부산관광공사 경영정보망 사업비, 광주문화재단 보수 용역비, 남서울대 암호화 용역 예산을 사전 총결산하십시오. 다음으로, 아시아물위원회의 관개 시스템이 해외 거대 수자원의 물리적 '원격 조작 명령(Operation)'을 행하는 인프라 망이라면, 부산관광공사, 광주문화재단, 남서울대는 '제어권' 없이 단순 정보를 '열람 및 기록(Viewing & Logging)'하는 망입니다. 이러한 정보 망 vs 제어 망의 본원적 한계를 볼 때, 이 네 가지 체계가 동일하게 전력 배전반 화재로 온사이트 통신이 마비되었을 경우 수문 통제 오프라인 현장과 나머지 3개 관광/학사 현장에서 어떤 수준의 물성 피해 및 인적 책임 파급력이 극명하게 벌어지는지 기술하시오.",B,[],3,2,5,,2,,1,2,5,,2,,5,1,5,1,,,1,2,1,1,,,1,2,5,1,,,1,3,5,1,,,5,1,5,1,,,1,2,3,1,,,1,2,5,2,,,1,1,5,1,,,1,2,3,1,,,1,2,5,1,,
"코레일 운행정보기록 분석 시스템(미기재)을 뺀, 한국보건산업진흥원 의료기기망 고도화, 부산국제영화제 예매망 재개발, 기 조사된 대검찰청 사이버 교육망 예산을 합류 결산하십시오. 이후 한국보건산업(의료 장비 등록)과 부산국제영화제(좌석 오픈 예매)의 서비스 웹에서, 서버 로직이 특정 사용자에게 '다중 동시 접근(Concurrent Access)'을 통제하는 방식이 어떻게 상반되는지, 즉, 의료 망의 정적인 락(Lock) 처리 기법과 영화 예매망의 동적인 큐(Queue) 처리 기법이 상충하는 기술적 요구도를 1순위로 비교 통찰해 내십시오.",B,[],3,2,5,,1,,2,2,5,,1,,5,1,5,1,,,5,1,5,1,,,5,2,5,1,,,1,1,1,3,,,1,3,1,2,,,1,2,5,1,,,1,2,5,1,,,1,1,5,1,,,5,2,5,1,,,2,2,5,1,,
"부산관광공사의 경영정보시스템 기능개선 지시서를 검토할 시, 개선된 전산 시스템으로 부산을 방문해 해운대와 광안리 일대 관광 특화 상품을 구매한 외국인 관광객들의 면세 현황을 통계 낼 때 그 국가별 국적을 엑셀로 자동 분류해 주는 코딩 기술 규격란과, 이에 맞춰 면세율을 중국인 15%, 일본인 12%로 차등 코딩하라는 외환 가산 조항이 구체적으로 존재합니까?",D,[],1,5,5,,1,,1,4,5,,1,,1,2,5,1,,,5,3,5,2,,,1,3,5,1,,,1,2,5,1,,,5,3,5,1,,,1,4,5,1,,,1,5,5,1,,,3,2,5,4,,,5,2,5,2,,,1,1,5,1,,
"아시아물위원회사무국의 우즈벡-키르기즈스탄 스마트 관개시스템 구축 사업은 50억이 넘는 자본이 들어가는데, 이 광활한 사막 관개 현장에 개발자가 설치해야 할 '하드웨어' 중 수위 감시용 태양광 CCTV 카메라를 받쳐줄 콘크리트 전주(기둥)와 야생동물(늑대 등)의 케이블 절단을 막기 위한 지중 매설형 강철 배관의 1미터당 구매 납품 단가표가 지시서에 포함되어 있습니까?",D,[],3,5,5,,1,,3,5,5,,1,,5,3,5,1,,,5,3,5,1,,,5,4,5,1,,,2,2,5,5,,,5,3,5,1,,,1,5,5,1,,,2,4,3,2,,,2,1,5,1,,,1,2,5,1,,,2,3,5,1,,
"그 부산관광궝사 거시기 경영정보 망 고치고 개션 하는 사업, 고따가 투입할 총력 예상 사업자금은 얼마인지 정확하개 액수좀 대바여!",E,[],3,5,5,,2,,4,2,3,,1,,5,2,5,1,,,5,2,5,1,,,5,2,5,1,,,1,5,1,1,,,1,5,1,1,,,1,5,1,1,,,5,5,5,5,,,5,1,5,1,,,5,2,5,1,,,1,4,3,5,,
"야 근데 (사)부샨국재영화재 얘덜은 그 온라인써비쓰랑 행사 쫌 지원하는 티켓 망 겉은거 재개발하면서 왜 이르케 돈을 마니 쓰는거시여, 가장 핵심으루다가 이 시수템으루 먼 행사 커버할라꼬?",E,[],5,5,5,,5,,4,5,5,,5,,5,2,5,1,,,5,1,5,1,,,1,2,5,1,,,1,4,1,1,,,1,2,5,1,,,1,5,1,1,,,4,5,5,5,,,1,5,1,1,,,5,2,5,1,,,1,2,1,1,,
(사)부산국제영화제의 행사지원시스템 공급 재개발을 위해 고지된 투자 예산 금액의 합계는 수치로 얼마인가요?,A,[],5,5,5,,5,,5,5,5,,5,,5,5,5,5,,,4,4,1,4,,,5,5,5,5,,,2,5,5,5,,,5,5,5,5,,,5,5,5,5,,,4,5,5,5,,,2,5,5,5,,,5,5,5,5,,,5,5,5,5,,
서울특별시 여성가족재단이 공지로 걸어둔 '디지털성범죄 안심지원센터 통합 시스템'의 과업 총예산은 얼마입니까?,A,[],1,1,5,,1,,5,5,5,,5,,5,3,5,1,,,5,2,5,1,,,5,1,5,1,,,5,1,5,5,,,5,1,5,1,,,1,2,5,1,,,5,4,5,5,,,5,2,5,1,,,5,2,5,1,,,1,2,5,1,,
한국철도공사의 열차 내 블랙박스 격인 운행정보기록을 연동하는 '자동분석시스템 개량' 용역의 자금 예산 지표는 어떻게 됩니까?,A,[],5,5,5,,2,,5,2,5,,2,,5,2,5,1,,,5,1,5,2,,,5,2,5,1,,,1,3,5,1,,,5,2,5,1,,,5,2,5,1,,,5,5,5,2,,,2,3,5,1,,,5,2,5,1,,,5,1,5,1,,
